ICD9_CODE,SHORT_TITLE,Count
"""37272""","""Conjunctival hemorrhage""",4
"""4809""","""Viral pneumonia NOS""",4
"""43819""","""Late ef-spch/lang df NEC""",4
"""4404""","""Chr tot occl art extrem""",4
"""59969""","""Urinary obstruction NEC""",4
"""4417""","""Thracabd anurysm wo rupt""",4
"""57149""","""Chronic hepatitis NEC""",4
"""20030""","""Margnl zone lym xtrndl""",4
"""25022""","""DMII hprosmlr uncontrold""",4
"""E9354""","""Adv eff arom analgsc NEC""",4
"""72972""","""Nontraum comp syn-low ex""",4
"""79579""","""Oth unspcf nspf imun fnd""",4
"""41021""","""AMI inferolateral, init""",4
"""9584""","""Traumatic shock""",4
"""37200""","""Acute conjunctivitis NOS""",4
"""0479""","""Viral meningitis NOS""",4
"""99809""","""Postop shock, other""",4
"""5521""","""Umbilical hernia w obstr""",4
"""E911""","""Resp obstr-food inhal""",4
"""7919""","""Abn urine findings NEC""",4
"""7873""","""Flatul/eructat/gas pain""",4
"""5110""","""Pleurisy w/o effus or TB""",4
"""78003""","""Persistent vegtv state""",4
"""7813""","""Lack of coordination""",4
"""56982""","""Ulceration of intestine""",4
"""V4973""","""Status amput foot""",4
"""34510""","""Gen cnv epil w/o intr ep""",4
"""7265""","""Enthesopathy of hip""",4
"""5368""","""Stomach function dis NEC""",4
"""99631""","""Malfunc urethral cath""",4
"""99663""","""React-nerv sys dev/graft""",4
"""7908""","""Viremia NOS""",4
"""8208""","""Fx neck of femur NOS-cl""",4
"""E9426""","""Adv eff antihyperten agt""",4
"""5305""","""Dyskinesia of esophagus""",4
"""33819""","""Acute pain NEC""",4
"""0412""","""Pneumococcus infect NOS""",4
"""2273""","""Benign neo pituitary""",4
"""36846""","""Homonymous hemianopsia""",4
"""20200""","""Ndlr lym unsp xtrndl org""",4
"""V4577""","""Acq absnce genital organ""",4
"""5282""","""Oral aphthae""",4
"""41092""","""AMI NOS, subsequent""",4
"""E9393""","""Adv eff antipsychotc NEC""",4
"""1105""","""Dermatophytosis of body""",4
"""1104""","""Dermatophytosis of foot""",4
"""53150""","""Chr stomach ulcer w perf""",4
"""5959""","""Cystitis NOS""",4
"""E9323""","""Adv eff insulin/antidiab""",4
"""2989""","""Psychosis NOS""",4
"""2739""","""Dis plas protein met NOS""",4
"""30471""","""Opioid/other dep-contin""",4
"""7048""","""Hair diseases NEC""",4
"""1820""","""Malig neo corpus uteri""",4
"""V6549""","""Other specfd counseling""",4
"""71846""","""Jt contracture-l/leg""",3
"""4581""","""Chronic hypotension""",3
"""V1242""","""Personl hx infection CNS""",3
"""1981""","""Sec malig neo urin NEC""",3
"""31400""","""Attn defic nonhyperact""",3
"""33385""","""Subac dyskinesa d/t drug""",3
"""36816""","""Psychophysic visual dist""",3
"""3209""","""Bacterial meningitis NOS""",3
"""99799""","""Surg compl-body syst NEC""",3
"""V1061""","""Hx of lymphoid leukemia""",3
"""30928""","""Adjust dis w anxiety/dep""",3
"""39890""","""Rheumatic heart dis NOS""",3
"""78903""","""Abdmnal pain rt lwr quad""",3
"""E9378""","""Adv eff sedat/hypnot NEC""",3
"""5933""","""Stricture of ureter""",3
"""45184""","""Phlbts vn NOS up extrm""",3
"""72290""","""Disc dis NEC/NOS-unspec""",3
"""2899""","""Blood disease NOS""",3
"""34500""","""Gen noncv ep w/o intr ep""",3
"""6140""","""Ac salpingo-oophoritis""",3
"""25030""","""DMII o cm nt st uncntrld""",3
"""E9348""","""Adv eff blood agent NEC""",3
"""1531""","""Mal neo transverse colon""",3
"""41051""","""AMI lateral NEC, initial""",3
"""78096""","""Generalized pain""",3
"""9587""","""Traum subcutan emphysema""",3
"""27400""","""Gouty arthropathy NOS""",3
"""7296""","""Old FB in soft tissue""",3
"""28412""","""Oth drg indcd pancytopna""",3
"""81240""","""Fx lower humerus NOS-cl""",3
"""20020""","""Brkt tmr unsp xtrndl org""",3
"""53250""","""Chr duoden ulcer w perf""",3
"""25020""","""DMII hprsm nt st uncntrl""",3
"""53012""","""Acute esophagitis""",3
"""60490""","""Orchitis/epididymit NOS""",3
"""V1642""","""Fm hx prostate malig""",3
"""33390""","""Extrapyramidal dis NOS""",3
"""9392""","""Foreign bdy vulva/vagina""",3
"""5647""","""Megacolon NEC""",3
"""72292""","""Disc dis NEC/NOS-thorac""",3
"""5568""","""Other ulcerative colitis""",3
"""20412""","""Chr lymp leuk in relapse""",3
"""3950""","""Rheumat aortic stenosis""",3
"""20510""","""Ch myl leuk wo achv rmsn""",3
"""99602""","""Malfunc prosth hrt valve""",3
"""99939""","""Infect fol infus/inj/vac""",3
"""1520""","""Malignant neopl duodenum""",3
"""42971""","""Acq cardiac septl defect""",3
"""99709""","""Surg comp nerv systm NEC""",3
"""5552""","""Reg enterit sm/lg intest""",3
"""5550""","""Reg enteritis, sm intest""",3
"""99652""","""Oth tissue graft malfunc""",3
"""V8537""","""BMI 37.0-37.9,adult""",3
"""V4459""","""Cystostomy status NEC""",3
"""30553""","""Opioid abuse-in remiss""",3
"""7991""","""Respiratory arrest""",3
"""E9307""","""Adv eff antineop antbiot""",3
"""3159""","""Development delay NOS""",3
"""35989""","""Myopathies NEC""",3
"""70219""","""Other sborheic keratosis""",3
"""59589""","""Cystitis NEC""",3
"""6202""","""Ovarian cyst NEC/NOS""",3
"""53220""","""Ac duoden ulc w hem/perf""",3
"""V643""","""No proc for reasons NEC""",3
"""37741""","""Ischemic optic neuropthy""",3
"""5518""","""Hernia, site NEC w gangr""",3
"""4779""","""Allergic rhinitis NOS""",3
"""E9429""","""Adv eff cardiovasc NEC""",3
"""73309""","""Osteoporosis NEC""",3
"""7993""","""Debility NOS""",3
"""3313""","""Communicat hydrocephalus""",3
"""78839""","""Oth urinry incontinence""",3
"""73015""","""Chr osteomyelit-pelvis""",3
"""5809""","""Acute nephritis NOS""",3
"""57460""","""Gall&bil cal w/ac w/o ob""",3
"""7231""","""Cervicalgia""",3
"""47874""","""Stenosis of larynx""",3
"""99642""","""Dislocate prosthetic jt""",3
"""4258""","""Cardiomyopath in oth dis""",3
"""81201""","""Fx surg nck humerus-clos""",3
"""3829""","""Otitis media NOS""",3
"""2888""","""Wbc disease NEC""",3
"""53570""","""Eosinophil gastrt wo hem""",3
"""20283""","""Lymphomas NEC abdom""",3
"""27403""","""Chr gouty atroph w tophi""",3
"""56032""","""Fecal impaction""",3
"""E8504""","""Acc poison-arom analgesc""",3
"""30473""","""Opioid/other dep-remiss""",3
"""E9384""","""Adv eff gen anes NEC/NOS""",3
"""29630""","""Recurr depr psychos-unsp""",3
"""3530""","""Brachial plexus lesions""",3
"""4413""","""Rupt abd aortic aneurysm""",3
"""34460""","""Cauda equina synd NOS""",3
"""2148""","""Lipoma NEC""",3
"""74769""","""Oth spcf prph vscl anoml""",3
"""99701""","""Surg complication - cns""",3
"""E8705""","""Acc cut/hem w catheteriz""",3
"""80600""","""C1-c4 fx-cl/cord inj NOS""",3
"""7099""","""Skin disorder NOS""",3
"""4289""","""Heart failure NOS""",3
"""5300""","""Achalasia & cardiospasm""",3
"""326""","""Late eff cns abscess""",3
"""56941""","""Rectal & anal ulcer""",3
"""5225""","""Periapical abscess""",3
"""36281""","""Retinal hemorrhage""",3
"""5960""","""Bladder neck obstruction""",3
"""5991""","""Urethral fistula""",3
"""4536""","""Embl suprfcl ves low ext""",3
"""27549""","""Dis calcium metablsm NEC""",3
"""5691""","""Rectal prolapse""",3
"""25202""","""Sec hyprprthyrd nonrenal""",3
"""47830""","""Vocal cord paralysis NOS""",3
"""3490""","""Lumbar puncture reaction""",3
"""58389""","""Nephritis NEC""",3
"""0940""","""Tabes dorsalis""",3
"""8470""","""Sprain of neck""",3
"""2884""","""Hemophagocytic syndromes""",3
"""71102""","""Pyogen arthritis-up/arm""",3
"""72939""","""Panniculitis, site NEC""",3
"""23771""","""Neurofibromatosis type I""",3
"""5362""","""Persistent vomiting""",3
"""20780""","""Oth leuk w/o achv rmsn""",3
"""78703""","""Vomiting alone""",3
"""58281""","""Chr nephritis in oth dis""",3
"""7109""","""Diff connect tis dis NOS""",3
"""4178""","""Pulmon circulat dis NEC""",3
"""V166""","""Family hx-leukemia""",3
"""4267""","""Anomalous av excitation""",3
"""0543""","""Herpetic encephalitis""",3
"""7104""","""Polymyositis""",3
"""4466""","""Thrombot microangiopathy""",3
"""81342""","""Fx distal radius NEC-cl""",3
"""6954""","""Lupus erythematosus""",3
"""68110""","""Cellulitis, toe NOS""",3
"""E9503""","""Poison-psychotropic agt""",3
"""4257""","""Metabolic cardiomyopathy""",3
"""78842""","""Polyuria""",3
"""07022""","""Hpt B chrn coma wo dlta""",3
"""V8539""","""BMI 39.0-39.9,adult""",3
"""5880""","""Renal osteodystrophy""",3
"""53100""","""Ac stomach ulcer w hem""",3
"""4530""","""Budd-chiari syndrome""",3
"""75169""","""Biliary & liver anom NEC""",3
"""64421""","""Early onset delivery-del""",3
"""64821""","""Anemia-delivered""",3
"""49300""","""Extrinsic asthma NOS""",3
"""E9422""","""Adv eff antilipemics""",3
"""27787""","""Dis mitochondrial metab""",3
"""29980""","""Pervasv dev dis-cur NEC""",3
"""71107""","""Pyogen arthritis-ankle""",3
"""5551""","""Reg enteritis, lg intest""",3
"""V5862""","""Long-term use antibiotic""",3
"""33399""","""Extrapyramidal dis NEC""",3
"""1211""","""Clonorchiasis""",3
"""07041""","""Hpt C acute w hepat Coma""",3
"""2521""","""Hypoparathyroidism""",3
"""43853""","""Lt ef oth parals-bilat""",3
"""95891""","""Trauma comp synd up ext""",3
"""75989""","""Specfied cong anomal NEC""",3
"""96500""","""Poisoning-opium NOS""",3
"""99529""","""Adv eff med/biol NEC/NOS""",3
"""57440""","""Choledochlith/gb inf NEC""",3
"""33520""","""Amyotrophic sclerosis""",3
"""32082""","""Mningts gram-neg bct NEC""",3
"""80703""","""Fracture three ribs-clos""",3
"""55010""","""Unilat ing hernia w obst""",3
"""V029""","""Carrier NEC""",3
"""1624""","""Mal neo middle lobe lung""",3
"""E9500""","""Poison-analgesics""",3
"""01190""","""Pulmonary TB NOS-unspec""",3
"""28730""","""Prim thrombocytopen NOS""",3
"""2808""","""Iron defic anemia NEC""",3
"""6820""","""Cellulitis of face""",3
"""7149""","""Inflamm polyarthrop NOS""",3
"""6110""","""Inflam disease of breast""",3
"""82525""","""Fx metatarsal-closed""",3
"""20028""","""Burkitt's tumor mult""",3
"""03841""","""H. influenae septicemia""",3
"""29572""","""Schizoaffective dis-chr""",3
"""4618""","""Other acute sinusitis""",3
"""35801""","""Myasthna gravs w ac exac""",3
"""4329""","""Intracranial hemorr NOS""",3
"""4532""","""Oth inf vena cava thromb""",3
"""6825""","""Cellulitis of buttock""",3
"""75162""","""Cong cystic liver dis""",3
"""42689""","""Conduction disorder NEC""",3
"""5902""","""Renal/perirenal abscess""",3
"""4219""","""Ac/subac endocardit NOS""",3
"""3693""","""Blindness NOS, both eyes""",3
"""24280""","""Thyrtox orig NEC no cris""",3
"""72273""","""Lumb disc dis w myelopat""",3
"""5523""","""Diaphragm hernia w obstr""",3
"""4295""","""Chordae tendinae rupture""",3
"""25090""","""DMII unspf nt st uncntrl""",3
"""4539""","""Venous thrombosis NOS""",3
"""3688""","""Visual disturbances NEC""",3
"""37601""","""Orbital cellulitis""",3
"""25010""","""DMII keto nt st uncntrld""",3
"""6039""","""Hydrocele NOS""",3
"""43410""","""Crbl emblsm wo infrct""",3
"""4449""","""Arterial embolism NOS""",3
"""56962""","""Colosty/enter comp-mech""",3
"""1888""","""Malig neo bladder NEC""",3
"""79989""","""Ill-define condition NEC""",3
"""7230""","""Cervical spinal stenosis""",3
"""81000""","""Fx clavicle NOS-closed""",3
"""53784""","""Dieulafoy les,stom&duod""",3
"""4553""","""Ext hemorrhoid w/o compl""",3
"""80702""","""Fracture two ribs-closed""",3
"""E9800""","""Undeterm pois-analgesics""",3
"""71598""","""Osteoarthro NOS-oth site""",2
"""53260""","""Chr duoden ulc hem/perf""",2
"""0419""","""Bacterial infection NOS""",2
"""V5812""","""Immunotherapy encounter""",2
"""V1589""","""Hx-health hazards NEC""",2
"""7220""","""Cervical disc displacmnt""",2
"""V1089""","""Hx of malignancy NEC""",2
"""E8502""","""Acc poison-opiates NEC""",2
"""5642""","""Postgastric surgery synd""",2
"""51289""","""Other pneumothorax""",2
"""9583""","""Posttraum wnd infec NEC""",2
"""1504""","""Mal neo middle 3rd esoph""",2
"""3419""","""Cns demyelination NOS""",2
"""28982""","""Sec hypercoagulable st""",2
"""6010""","""Acute prostatitis""",2
"""36570""","""Glaucoma stage NOS""",2
"""2849""","""Aplastic anemia NOS""",2
"""2669""","""Vitamin b deficiency NOS""",2
"""41042""","""AMI inferior wall,subseq""",2
"""1509""","""Mal neo esophagus NOS""",2
"""07031""","""Hpt B acte wo cm w dlta""",2
"""3373""","""Autonomic dysreflexia""",2
"""78630""","""Hemoptysis NOS""",2
"""07999""","""Viral infection NOS""",2
"""55329""","""Ventral hernia NEC""",2
"""56984""","""Angio intes w/o hmrhg""",2
"""9222""","""Contusion abdominal wall""",2
"""53021""","""Ulcer esophagus w bleed""",2
"""81209""","""Fx upper humerus NEC-cl""",2
"""E9358""","""Adv eff analgesics NEC""",2
"""30750""","""Eating disorder NOS""",2
"""38300""","""Ac mastoiditis w/o compl""",2
"""6208""","""Noninfl dis ova/adnx NEC""",2
"""07051""","""Hpt C acute wo hpat coma""",2
"""0362""","""Meningococcemia""",2
"""1488""","""Mal neo hypopharynx NEC""",2
"""2699""","""Nutrition deficiency NOS""",2
"""24200""","""Tox dif goiter no crisis""",2
"""E9283""","""Human bite - accidental""",2
"""20302""","""Mult myeloma in relapse""",2
"""30591""","""Drug abuse NEC-contin""",2
"""78605""","""Shortness of breath""",2
"""71699""","""Arthropathy NOS-mult""",2
"""2115""","""Ben neo liver/bile ducts""",2
"""71693""","""Arthropathy NOS-forearm""",2
"""33818""","""Acute postop pain NEC""",2
"""2911""","""Alcohol amnestic disordr""",2
"""4420""","""Upper extremity aneurysm""",2
"""44389""","""Periph vascular dis NEC""",2
"""V4574""","""Acq absence urinary trct""",2
"""2442""","""Iodine hypothyroidism""",2
"""E8543""","""Acc poison-cns stimulant""",2
"""97081""","""Poisoning by cocaine""",2
"""41410""","""Aneurysm of heart""",2
"""30540""","""Sed,hyp,anxiolytc ab-NOS""",2
"""V1085""","""Hx of brain malignancy""",2
"""0793""","""Rhinovirus infect NOS""",2
"""3418""","""Cns demyelination NEC""",2
"""V1001""","""Hx of tongue malignancy""",2
"""0092""","""Infectious diarrhea NOS""",2
"""4352""","""Subclavian steal syndrom""",2
"""30422""","""Cocaine depend-episodic""",2
"""07799""","""Unsp ds conjuc viruses""",2
"""1536""","""Malig neo ascend colon""",2
"""78062""","""Postprocedural fever""",2
"""5755""","""Fistula of gallbladder""",2
"""1881""","""Mal neo bladder-dome""",2
"""E9504""","""Poison-drug/medicin NEC""",2
"""79021""","""Impaired fasting glucose""",2
"""2270""","""Benign neoplasm adrenal""",2
"""33382""","""Orofacial dyskinesia""",2
"""V011""","""Tuberculosis contact""",2
"""71595""","""Osteoarthros NOS-pelvis""",2
"""87343""","""Open wound of lip""",2
"""3960""","""Mitral/aortic stenosis""",2
"""36511""","""Prim open angle glaucoma""",2
"""6970""","""Lichen planus""",2
"""2939""","""Transient mental dis NOS""",2
"""53440""","""Chr marginal ulcer w hem""",2
"""V5411""","""Aftrcare traum fx up arm""",2
"""490""","""Bronchitis NOS""",2
"""20402""","""Act lymp leuk in relapse""",2
"""9130""","""Abrasion forearm""",2
"""73004""","""Ac osteomyelitis-hand""",2
"""8604""","""Traum pneumohemothor-cl""",2
"""92400""","""Contusion of thigh""",2
"""V1509""","""Hx-allergy NEC""",2
"""5306""","""Acq esophag diverticulum""",2
"""05410""","""Genital herpes NOS""",2
"""E9413""","""Adv eff sympatholytics""",2
"""53084""","""Tracheoesophageal fstula""",2
"""4110""","""Post MI syndrome""",2
"""1540""","""Mal neo rectosigmoid jct""",2
"""27482""","""Gouty tophi site NEC""",2
"""85180""","""Brain laceration NEC""",2
"""8910""","""Open wnd knee/leg/ankle""",2
"""2112""","""Benign neoplasm sm bowel""",2
"""542""","""Other appendicitis""",2
"""2897""","""Methemoglobinemia""",2
"""7861""","""Stridor""",2
"""4294""","""Hrt dis postcardiac surg""",2
"""71591""","""Osteoarthros NOS-shlder""",2
"""V6442""","""Thoracoscop conv to open""",2
"""1966""","""Mal neo lymph-intrapelv""",2
"""2559""","""Adrenal disorder NOS""",2
"""07989""","""Oth specf viral infectn""",2
"""4802""","""Parinfluenza viral pneum""",2
"""78723""","""Dysphagia, pharyngeal""",2
"""9962""","""Malfun neuro device/graf""",2
"""5379""","""Gastroduodenal dis NOS""",2
"""55220""","""Obstr ventral hernia NOS""",2
"""20281""","""Lymphomas NEC head""",2
"""36001""","""Acute endophthalmitis""",2
"""58081""","""Ac nephritis in oth dis""",2
"""27501""","""Heredit hemochromatosis""",2
"""34591""","""Epilepsy NOS w intr epil""",2
"""99671""","""Comp-heart valve prosth""",2
"""37300""","""Blepharitis NOS""",2
"""5829""","""Chronic nephritis NOS""",2
"""4290""","""Myocarditis NOS""",2
"""3591""","""Hered prog musc dystrphy""",2
"""37273""","""Conjunctival edema""",2
"""57421""","""Cholelithias NOS w obstr""",2
"""9212""","""Contusion orbital tissue""",2
"""9190""","""Abrasion NEC""",2
"""6869""","""Local skin infection NOS""",2
"""72700""","""Synovitis NOS""",2
"""V553""","""Atten to colostomy""",2
"""V1279""","""Prsnl hst ot spf dgst ds""",2
"""1518""","""Malig neopl stomach NEC""",2
"""99594""","""SIRS-noninf w ac org dys""",2
"""4778""","""Allergic rhinitis NEC""",2
"""7218""","""Spinal disorders NEC""",2
"""8020""","""Nasal bone fx-closed""",2
"""81500""","""Fx metacarpal NOS-closed""",2
"""20411""","""Chr lym leuk w rmsion""",2
"""73012""","""Chr osteomyelit-up/arm""",2
"""5966""","""Bladder rupt, nontraum""",2
"""36003""","""Chronic endophthalmitis""",2
"""28311""","""Hemolytic uremic synd""",2
"""7030""","""Ingrowing nail""",2
"""V5412""","""Aftrcre traum fx low arm""",2
"""47824""","""Retropharyngeal abscess""",2
"""5198""","""Resp system disease NEC""",2
"""1980""","""Second malig neo kidney""",2
"""E9360""","""Adv eff oxazolidin deriv""",2
"""68111""","""Onychia of toe""",2
"""2118""","""Ben neo peritoneum""",2
"""4411""","""Ruptur thoracic aneurysm""",2
"""78051""","""Insomn w sleep apnea NOS""",2
"""6918""","""Other atopic dermatitis""",2
"""4560""","""Esophag varices w bleed""",2
"""85186""","""Brain lacer NEC-coma NOS""",2
"""57430""","""Choledocholith/ac gb inf""",2
"""71596""","""Osteoarthros NOS-l/leg""",2
"""92303""","""Contusion of upper arm""",2
"""53500""","""Acute gastrtis w/o hmrhg""",2
"""3410""","""Neuromyelitis optica""",2
"""56213""","""Dvrtcli colon w hmrhg""",2
"""40311""","""Ben hyp kid w cr kid V""",2
"""99601""","""Malfunc cardiac pacemake""",2
"""75313""","""Polycyst kid-autosom dom""",2
"""V168""","""Family hx-malignancy NEC""",2
"""61650""","""Ulceration of vulva NOS""",2
"""00863""","""Int inf norwalk virus""",2
"""4441""","""Thoracic aortic embolism""",2
"""2734""","""Alpha-1-antitrypsin def""",2
"""40301""","""Mal hyp kid w cr kid V""",2
"""V6141""","""Alcoholism in family""",2
"""80502""","""Fx c2 vertebra-closed""",2
"""E9353""","""Adv eff salicylates""",2
"""99688""","""Comp tp organ-stem cell""",2
"""37515""","""Tear film insuffic NOS""",2
"""4373""","""Nonrupt cerebral aneurym""",2
"""36320""","""Chorioretinitis NOS""",2
"""1522""","""Malignant neoplasm ileum""",2
"""9951""","""Angioneurotic edema""",2
"""5699""","""Intestinal disorder NOS""",2
"""2903""","""Senile delirium""",2
"""1940""","""Malign neopl adrenal""",2
"""V426""","""Lung transplant status""",2
"""38910""","""Sensorneur hear loss NOS""",2
"""33811""","""Acute pain due to trauma""",2
"""99656""","""Comp-periton dialys cath""",2
"""V431""","""Lens replacement NEC""",2
"""1398""","""Late eff infect dis NEC""",2
"""0340""","""Strep sore throat""",2
"""6150""","""Ac uterine inflammation""",2
"""2459""","""Thyroiditis NOS""",2
"""53020""","""Ulc esophagus w/o bleed""",2
"""7517""","""Pancreas anomalies""",2
"""4238""","""Pericardial disease NEC""",2
"""V434""","""Blood vessel replac NEC""",2
"""5194""","""Disorders of diaphragm""",2
"""33183""","""Mild cognitive impairemt""",2
"""61801""","""Cystocele, midline""",2
"""0093""","""Diarrhea of infect orig""",2
"""44481""","""Iliac artery embolism""",2
"""36210""","""Backgrnd retinopathy NOS""",2
"""6262""","""Excessive menstruation""",2
"""59984""","""Oth spcf dsdr urethra""",2
"""71916""","""Hemarthrosis-l/leg""",2
"""5529""","""Hernia, site NOS w obstr""",2
"""5278""","""Salivary gland dis NEC""",2
"""8901""","""Open wnd hip/thigh-compl""",2
"""8911""","""Open wnd knee/leg-compl""",2
"""E9424""","""Adv eff coronary vasodil""",2
"""29383""","""Mood disorder other dis""",2
"""42652""","""Rt bbb/lft ant fasc blk""",2
"""5764""","""Fistula of bile duct""",2
"""57411""","""Cholelith/gb inf NEC-obs""",2
"""43300""","""Ocl bslr art wo infrct""",2
"""3561""","""Peroneal muscle atrophy""",2
"""V0261""","""Hepatitis B carrier""",2
"""1519""","""Malig neopl stomach NOS""",2
"""2452""","""Chr lymphocyt thyroidit""",2
"""67004""","""Major puerp inf NOS-p/p""",2
"""37730""","""Optic neuritis NOS""",2
"""4470""","""Acq arterioven fistula""",2
"""E9412""","""Adv eff sympathomimetics""",2
"""7842""","""Swelling in head & neck""",2
"""78930""","""Abdmnal mass unspcf site""",2
"""7423""","""Congenital hydrocephalus""",2
"""49391""","""Asthma w status asthmat""",2
"""1910""","""Malign neopl cerebrum""",2
"""1541""","""Malignant neopl rectum""",2
"""34200""","""Flccd hmiplga unspf side""",2
"""E9392""","""Adv eff butyrophen tranq""",2
"""6012""","""Abscess of prostate""",2
"""4232""","""Constrictiv pericarditis""",2
"""2558""","""Adrenal disorder NEC""",2
"""81242""","""Fx humer, lat condyl-cl""",2
"""4231""","""Adhesive pericarditis""",2
"""72660""","""Enthesopathy of knee NOS""",2
"""73741""","""Kyphosis in oth dis""",2
"""8621""","""Diaphragm injury-open""",2
"""2395""","""Other gu neoplasm NOS""",2
"""E8704""","""Acc cut/hem w scope exam""",2
"""E8588""","""Acc poisoning-drug NEC""",2
"""9778""","""Poison-medicinal agt NEC""",2
"""8246""","""Fx trimalleolar-closed""",2
"""V5831""","""Attn rem surg dressing""",2
"""99800""","""Postoperative shock, NOS""",2
"""V5881""","""Fit/adj vascular cathetr""",2
"""4200""","""Ac pericardit in oth dis""",2
"""V1365""","""Hx-cong malform-heart""",2
"""51853""","""Ac/chr rsp flr fol tr/sg""",2
"""9340""","""Foreign body in trachea""",2
"""60783""","""Edema of penis""",2
"""7038""","""Diseases of nail NEC""",2
"""86803""","""Peritoneum injury-closed""",2
"""8026""","""Fx orbital floor-closed""",2
"""8602""","""Traum hemothorax-closed""",2
"""30122""","""Schizotypal person dis""",2
"""V1504""","""Hx-seafood allergy""",2
"""E8120""","""Mv collision NOS-driver""",2
"""81344""","""Fx low radius w ulna-cl""",2
"""82300""","""Fx upper end tibia-close""",2
"""4243""","""Pulmonary valve disorder""",2
"""2538""","""Pituitary disorder NEC""",2
"""45350""","""Ch DVT/embl low ext NOS""",2
"""0521""","""Varicella pneumonitis""",2
"""0527""","""Varicella complicat NEC""",2
"""53200""","""Ac duodenal ulcer w hem""",2
"""27953""","""Ac on chrn grft-vs-host""",2
"""1760""","""Skin - kaposi's sarcoma""",2
"""27789""","""Metabolism disorder NEC""",2
"""075""","""Infectious mononucleosis""",2
"""99591""","""Sepsis""",2
"""78449""","""Voice/resonance dis NEC""",2
"""43830""","""Late ef-mplga up lmb NOS""",2
"""E8532""","""Acc poisn-benzdiaz tranq""",2
"""3368""","""Myelopathy NEC""",2
"""3575""","""Alcoholic polyneuropathy""",2
"""42769""","""Premature beats NEC""",2
"""79093""","""Elvtd prstate spcf antgn""",2
"""9581""","""Fat embolism""",2
"""2537""","""Iatrogenic pituitary dis""",2
"""586""","""Renal failure NOS""",2
"""25071""","""DMI circ nt st uncntrld""",2
"""5969""","""Bladder disorder NOS""",2
"""4416""","""Thoracoabd aneurysm rupt""",2
"""44329""","""Dissection artery NEC""",2
"""7935""","""Nonsp abn find-gu organs""",2
"""V270""","""Deliver-single liveborn""",2
"""V425""","""Cornea transplant status""",2
"""2971""","""Delusional disorder""",2
"""5078""","""Solid/liq pneumonit NEC""",2
"""V4962""","""Status amput oth fingers""",2
"""34280""","""Ot sp hmiplga unspf side""",2
"""8074""","""Flail chest""",2
"""73743""","""Scoliosis in oth dis""",2
"""71831""","""Recur dislocat-shlder""",2
"""08882""","""Babesiosis""",2
"""86502""","""Spleen capsular tear""",2
"""56985""","""Angio intes w hmrhg""",2
"""7804""","""Dizziness and giddiness""",2
"""7533""","""Kidney anomaly NEC""",2
"""2710""","""Glycogenosis""",2
"""45389""","""Ac embolism veins NEC""",2
"""4293""","""Cardiomegaly""",2
"""72272""","""Thor disc dis w myelopat""",2
"""25033""","""DMI oth coma uncontrold""",2
"""99649""","""Mech com orth dev NEC""",2
"""73382""","""Nonunion of fracture""",2
"""5224""","""Ac apical periodontitis""",2
"""53490""","""Gastrojejunal ulcer NOS""",2
"""78442""","""Dysphonia""",2
"""4422""","""Iliac artery aneurysm""",2
"""80507""","""Fx c7 vertebra-closed""",2
"""80506""","""Fx c6 vertebra-closed""",2
"""25031""","""DMI o cm nt st uncntrld""",2
"""9721""","""Poisoning-cardiotonics""",2
"""E8583""","""Acc poisn-cardiovasc agt""",2
"""59689""","""Disorders of bladder NEC""",2
"""3384""","""Chronic pain syndrome""",2
"""60499""","""Orchitis/epididymit NEC""",2
"""52689""","""Jaw disease NEC""",2
"""78099""","""Other general symptoms""",2
"""78721""","""Dysphagia, oral phase""",2
"""6983""","""Lichenification""",2
"""78603""","""Apnea""",2
"""V8533""","""BMI 33.0-33.9,adult""",2
"""46400""","""Ac laryngitis w/o obst""",2
"""7862""","""Cough""",2
"""27661""","""Transfsn w circ overload""",2
"""6861""","""Pyogenic granuloma""",2
"""87364""","""Opn wnd tongue/mouth flr""",2
"""3430""","""Congenital diplegia""",2
"""59659""","""Oth func dsdr bladder""",2
"""34292""","""Unsp hmiplga nondmnt sde""",2
"""7816""","""Meningismus""",2
"""38201""","""Ac supp OM w drum rupt""",2
"""5172""","""Syst sclerosis lung dis""",2
"""V4575""","""Acq absence of stomach""",2
"""V5489""","""Orthopedic aftercare NEC""",2
"""29624""","""Depr psychos-sev w psych""",2
"""81220""","""Fx humerus NOS-closed""",2
"""52109""","""Dental caries NEC""",2
"""36202""","""Prolif diab retinopathy""",2
"""51636""","""Cryptogenic organiz pneu""",2
"""V555""","""Atten to cystostomy""",2
"""V8531""","""BMI 31.0-31.9,adult""",2
"""44284""","""Visceral aneurysm NEC""",2
"""E8493""","""Acc on industr premises""",2
"""88111""","""Open wound elbow-complic""",2
"""48232""","""Pneumonia strptococcus b""",2
"""00581""","""Food poisn d/t v. vulnif""",2
"""V1086""","""Hx-malign nerve syst NEC""",2
"""30002""","""Generalized anxiety dis""",2
"""04183""","""Clostridium perfringens""",2
"""78760""","""Full incontinence-feces""",2
"""8072""","""Fracture of sternum-clos""",2
"""45119""","""Deep phlebitis-leg NEC""",2
"""2777""","""Dysmetabolic syndrome x""",2
"""3682""","""Diplopia""",2
"""V4450""","""Cystostomy status NOS""",2
"""3210""","""Cryptococcal meningitis""",2
"""20218""","""Mycosis fungoides mult""",2
"""11281""","""Candidal endocarditis""",2
"""69515""","""Toxic epidrml necrolysis""",2
