ICD9_CODE,SHORT_TITLE,Count
"""44030""","""Athscl extrm bps gft NOS""",1
"""8082""","""Fracture of pubis-closed""",1
"""90289""","""Inj abdominal vessel NEC""",1
"""E969""","""Late effect assault""",1
"""6018""","""Prostatic inflam dis NEC""",1
"""4489""","""Capillary dis NEC/NOS""",1
"""1512""","""Mal neo pyloric antrum""",1
"""0880""","""Bartonellosis""",1
"""20240""","""Lk rtctl unsp xtrndl org""",1
"""68601""","""Pyoderma gangrenosum""",1
"""4387""","""Disturbances of vision""",1
"""75563""","""Cong hip deformity NEC""",1
"""5960""","""Bladder neck obstruction""",1
"""44771""","""Thoracic aortic ectasia""",1
"""20501""","""Act myl leuk w rmsion""",1
"""3438""","""Cerebral palsy NEC""",1
"""7099""","""Skin disorder NOS""",1
"""7517""","""Pancreas anomalies""",1
"""99933""","""Lcl inf dt cen ven cth""",1
"""55010""","""Unilat ing hernia w obst""",1
"""07051""","""Hpt C acute wo hpat coma""",1
"""1888""","""Malig neo bladder NEC""",1
"""34210""","""Spstc hmiplga unspf side""",1
"""25510""","""Hyperaldosteronism NOS""",1
"""E8842""","""Fall from chair""",1
"""52460""","""TMJ disorders NOS""",1
"""99529""","""Adv eff med/biol NEC/NOS""",1
"""8750""","""Open wound of chest""",1
"""95891""","""Trauma comp synd up ext""",1
"""86411""","""Liver hematom/contus-opn""",1
"""8603""","""Traum hemothorax-open""",1
"""86813""","""Peritoneum injury-open""",1
"""8760""","""Open wound of back""",1
"""8620""","""Diaphragm injury-closed""",1
"""42840""","""Syst/diast hrt fail NOS""",1
"""3577""","""Neurpthy toxic agent NEC""",1
"""59382""","""Ureteral fistula""",1
"""2713""","""Disaccharidase def/malab""",1
"""20285""","""Lymphomas NEC inguin""",1
"""47879""","""Disease of larynx NEC""",1
"""490""","""Bronchitis NOS""",1
"""36000""","""Purulent endophthalm NOS""",1
"""3963""","""Mitral/aortic val insuff""",1
"""1101""","""Dermatophytosis of nail""",1
"""86502""","""Spleen capsular tear""",1
"""82525""","""Fx metatarsal-closed""",1
"""81342""","""Fx distal radius NEC-cl""",1
"""81242""","""Fx humer, lat condyl-cl""",1
"""81601""","""Fx mid/prx phal, hand-cl""",1
"""4111""","""Intermed coronary synd""",1
"""6190""","""Urin-genital fistul, fem""",1
"""5961""","""Intestinovesical fistula""",1
"""99677""","""Comp-internal joint pros""",1
"""E8501""","""Acc poison-methadone""",1
"""96502""","""Poisoning-methadone""",1
"""34461""","""Neurogenic bladder""",1
"""V1043""","""Hx of ovarian malignancy""",1
"""72252""","""Lumb/lumbosac disc degen""",1
"""7202""","""Sacroiliitis NEC""",1
"""20920""","""Mal crcnd prim site unkn""",1
"""29211""","""Drug psych disor w delus""",1
"""E9392""","""Adv eff butyrophen tranq""",1
"""27950""","""Graft-versus-host NOS""",1
"""5880""","""Renal osteodystrophy""",1
"""V142""","""Hx-sulfonamides allergy""",1
"""1919""","""Malig neo brain NOS""",1
"""1984""","""Sec malig neo nerve NEC""",1
"""28951""","""Chr congest splenomegaly""",1
"""2777""","""Dysmetabolic syndrome x""",1
"""2751""","""Dis copper metabolism""",1
"""57142""","""Autoimmune hepatitis""",1
"""30411""","""Sed,hyp,anxiolyt dep-con""",1
"""E9688""","""Assault NEC""",1
"""4412""","""Thoracic aortic aneurysm""",1
"""80506""","""Fx c6 vertebra-closed""",1
"""80504""","""Fx c4 vertebra-closed""",1
"""80505""","""Fx c5 vertebra-closed""",1
"""94108""","""Burn NOS neck""",1
"""94800""","""Bdy brn < 10%/3d deg NOS""",1
"""2271""","""Benign neo parathyroid""",1
"""E8581""","""Acc poisn-systemic agent""",1
"""79551""","""Nonsp rea skn test wo tb""",1
"""9631""","""Pois-antineopl/immunosup""",1
"""5881""","""Nephrogen diabetes insip""",1
"""7234""","""Brachial neuritis NOS""",1
"""E8794""","""Abn react-fluid aspirat""",1
"""5735""","""Hepatopulmonary syndrome""",1
"""4413""","""Rupt abd aortic aneurysm""",1
"""V1201""","""Prsnl hst tuberculosis""",1
"""99679""","""Comp-int prost devic NEC""",1
"""6944""","""Pemphigus""",1
"""V561""","""Ft/adj xtrcorp dial cath""",1
"""2726""","""Lipodystrophy""",1
"""57460""","""Gall&bil cal w/ac w/o ob""",1
"""71901""","""Joint effusion-shlder""",1
"""8024""","""Fx malar/maxillary-close""",1
"""87343""","""Open wound of lip""",1
"""29572""","""Schizoaffective dis-chr""",1
"""85216""","""Op subarach hem-coma NOS""",1
"""71695""","""Arthropathy NOS-pelvis""",1
"""92232""","""Buttock contusion""",1
"""85226""","""Subdural hemorr-coma NOS""",1
"""5716""","""Biliary cirrhosis""",1
"""3529""","""Cranial nerve dis NOS""",1
"""1972""","""Second malig neo pleura""",1
"""70702""","""Pressure ulcer, upr back""",1
"""37034""","""Expsure keratoconjunctiv""",1
"""34292""","""Unsp hmiplga nondmnt sde""",1
"""9694""","""Pois-benzodiazepine tran""",1
"""9588""","""Early complic trauma NEC""",1
"""9663""","""Pois-anticonvul NEC/NOS""",1
"""E9502""","""Poison-sedat/hypnotic""",1
"""96903""","""Pois serotinin reuptake""",1
"""V5831""","""Attn rem surg dressing""",1
"""96561""","""Pois-propionic acid derv""",1
"""96905""","""Pois tricyclc antidepres""",1
"""9678""","""Pois-sedative/hypnot NEC""",1
"""5080""","""Ac pul manif d/t radiat""",1
"""E9356""","""Adv eff antirheumatics""",1
"""59581""","""Cystitis cystica""",1
"""53783""","""Angio stm/dudn w hmrhg""",1
"""78863""","""Urgency of urination""",1
"""33818""","""Acute postop pain NEC""",1
"""33729""","""Rflx sym dystrph oth st""",1
"""85300""","""Traumatic brain hem NEC""",1
"""6159""","""Uterine inflam dis NOS""",1
"""6390""","""Postabortion gu infect""",1
"""30789""","""Psychogenic pain NEC""",1
"""78904""","""Abdmnal pain lt lwr quad""",1
"""6398""","""Postabortion compl NEC""",1
"""56489""","""Funct dis intestine NEC""",1
"""37520""","""Epiphora NOS""",1
"""5120""","""Spont tens pneumothorax""",1
"""76515""","""Preterm NEC 1250-1499g""",1
"""74922""","""Unil cleft palat/lip-inc""",1
"""76526""","""31-32 comp wks gestation""",1
"""7566""","""Anomalies of diaphragm""",1
"""75329""","""Obst def ren plv&urt NEC""",1
"""3599""","""Myopathy NOS""",1
"""28319""","""Oth nonauto hem anemia""",1
"""2733""","""Macroglobulinemia""",1
"""44629""","""Hypersensit angiitis NEC""",1
"""485""","""Bronchopneumonia org NOS""",1
"""03841""","""H. influenae septicemia""",1
"""85306""","""Brain hem NEC-coma NOS""",1
"""85246""","""Extradural hem-coma NOS""",1
"""7141""","""Felty's syndrome""",1
"""37941""","""Anisocoria""",1
"""3708""","""Keratitis NEC""",1
"""2929""","""Drug mental disorder NOS""",1
"""20000""","""Retclsrc unsp xtrndl org""",1
"""85209""","""Subarach hem-concussion""",1
"""8505""","""Concussion w coma NOS""",1
"""30723""","""Tourette's disorder""",1
"""86501""","""Spleen hematoma-closed""",1
"""E8160""","""Loss control mv acc-driv""",1
"""20210""","""Mycs fng unsp xtrndl org""",1
"""3017""","""Antisocial personality""",1
"""30402""","""Opioid dependence-episod""",1
"""1726""","""Malig melanoma arm""",1
"""3334""","""Huntington's chorea""",1
"""75160""","""Biliary & liver anom NOS""",1
"""45189""","""Thrombophlebitis NEC""",1
"""5929""","""Urinary calculus NOS""",1
"""57512""","""Acte & chr cholecystitis""",1
"""V8811""","""Acq total absnc pancreas""",1
"""5809""","""Acute nephritis NOS""",1
"""73016""","""Chr osteomyelit-l/leg""",1
"""20961""","""Ben carcinoid bronc/lung""",1
"""37921""","""Vitreous degeneration""",1
"""41012""","""AMI anterior wall,subseq""",1
"""44289""","""Aneurysm NEC""",1
"""5582""","""Toxic gastroenteritis""",1
"""6253""","""Dysmenorrhea""",1
"""V554""","""Atten to enterostomy NEC""",1
"""7891""","""Hepatomegaly""",1
"""E8147""","""Mv coll w pedest-pedest""",1
"""80175""","""Op skl base fx-deep coma""",1
"""1530""","""Mal neo hepatic flexure""",1
"""0360""","""Meningococcal meningitis""",1
"""0362""","""Meningococcemia""",1
"""6262""","""Excessive menstruation""",1
"""2180""","""Submucous leiomyoma""",1
"""6952""","""Erythema nodosum""",1
"""E8587""","""Acc poisn-skin/eent agnt""",1
"""9766""","""Poison-ent preparation""",1
"""E9011""","""Excessive cold, man-made""",1
"""5194""","""Disorders of diaphragm""",1
"""9348""","""FB trach/bronch/lung NEC""",1
"""39890""","""Rheumatic heart dis NOS""",1
"""71191""","""Inf arthritis NOS-shlder""",1
"""1572""","""Mal neo pancreas tail""",1
"""71918""","""Hemarthrosis-jt NEC""",1
"""32381""","""Enceph & encephlalo NEC""",1
"""08881""","""Lyme disease""",1
"""2893""","""Lymphadenitis NOS""",1
"""7235""","""Torticollis NOS""",1
"""81209""","""Fx upper humerus NEC-cl""",1
"""0499""","""Viral encephalitis NOS""",1
"""71680""","""Arthropathy NEC-unspec""",1
"""5110""","""Pleurisy w/o effus or TB""",1
"""4231""","""Adhesive pericarditis""",1
"""7908""","""Viremia NOS""",1
"""30009""","""Anxiety state NEC""",1
"""8920""","""Open wound of foot""",1
"""E8494""","""Accid in recreation area""",1
"""E0073""","""Baseball""",1
"""E9170""","""Sports acc w/o sub fall""",1
"""8911""","""Open wnd knee/leg-compl""",1
"""7089""","""Urticaria NOS""",1
"""6279""","""Menopausal disorder NOS""",1
"""1509""","""Mal neo esophagus NOS""",1
"""1749""","""Malign neopl breast NOS""",1
"""4257""","""Metabolic cardiomyopathy""",1
"""0270""","""Listeriosis""",1
"""47830""","""Vocal cord paralysis NOS""",1
"""E8504""","""Acc poison-arom analgesc""",1
"""29625""","""Depr psychos-part remiss""",1
"""34281""","""Ot sp hmiplga domnt side""",1
"""1390""","""Late eff viral encephal""",1
"""34551""","""Part epil w intr epil""",1
"""9962""","""Malfun neuro device/graf""",1
"""7015""","""Abnormal granulation NEC""",1
"""5721""","""Portal pyemia""",1
"""5568""","""Other ulcerative colitis""",1
"""2552""","""Adrenogenital disorders""",1
"""0340""","""Strep sore throat""",1
"""683""","""Acute lymphadenitis""",1
"""9001""","""Inj internl jugular vein""",1
"""71902""","""Joint effusion-up/arm""",1
"""1913""","""Mal neo parietal lobe""",1
"""E8131""","""Mv-oth veh coll-pasngr""",1
"""85181""","""Brain lacer NEC w/o coma""",1
"""82312""","""Fx up tibia w fibula-opn""",1
"""81001""","""Fx clavicl, stern end-cl""",1
"""80111""","""Cl skul base fx w/o coma""",1
"""87340""","""Open wound of face NOS""",1
"""73315""","""Path fx oth spcf prt fmr""",1
"""73312""","""Path fx dstl radius ulna""",1
"""34291""","""Unsp hemiplga domnt side""",1
"""7292""","""Neuralgia/neuritis NOS""",1
"""56213""","""Dvrtcli colon w hmrhg""",1
"""9053""","""Late eff femoral neck fx""",1
"""72272""","""Thor disc dis w myelopat""",1
"""37810""","""Exotropia NOS""",1
"""72871""","""Plantar fibromatosis""",1
"""5650""","""Anal fissure""",1
"""4738""","""Chronic sinusitis NEC""",1
"""20530""","""Myl sarcoma wo achv rmsn""",1
"""20023""","""Burkitt's tumor abdom""",1
"""01402""","""TB peritonitis-exam unkn""",1
"""47829""","""Disease of pharynx NEC""",1
"""75612""","""Spondylolisthesis""",1
"""87364""","""Opn wnd tongue/mouth flr""",1
"""E9283""","""Human bite - accidental""",1
"""V1252""","""Hx-thrombophlebitis""",1
"""1538""","""Malignant neo colon NEC""",1
"""5754""","""Perforation gallbladder""",1
"""V1090""","""Hx malig neoplasm NOS""",1
"""V550""","""Atten to tracheostomy""",1
"""5306""","""Acq esophag diverticulum""",1
"""1209""","""Schistosomiasis NOS""",1
"""7801""","""Hallucinations""",1
"""56782""","""Sclerosing mesenteritis""",1
"""78838""","""Overflow incontinence""",1
"""462""","""Acute pharyngitis""",1
"""7068""","""Sebaceous gland dis NEC""",1
"""4830""","""Pneu mycplsm pneumoniae""",1
"""7358""","""Acq deformity of toe NEC""",1
"""07020""","""Hpt B acte coma wo dlta""",1
"""1714""","""Mal neo soft tis thorax""",1
"""32719""","""Organic hypersomnia NEC""",1
"""E9379""","""Adv eff sedat/hypnot NOS""",1
"""33812""","""Acute post-thoracot pain""",1
"""30470""","""Opioid/other dep-unspec""",1
"""80704""","""Fracture four ribs-close""",1
"""3699""","""Visual loss NOS""",1
"""V1507""","""Hx-latex allergy""",1
"""75651""","""Osteogenesis imperfecta""",1
"""3561""","""Peroneal muscle atrophy""",1
"""55841""","""Eosinophilic gastroent""",1
"""3384""","""Chronic pain syndrome""",1
"""2452""","""Chr lymphocyt thyroidit""",1
"""78449""","""Voice/resonance dis NEC""",1
"""V502""","""Routine circumcision""",1
"""99675""","""Comp-nerv sys dev/graft""",1
"""4556""","""Hemorrhoids NOS""",1
"""E8120""","""Mv collision NOS-driver""",1
"""V4973""","""Status amput foot""",1
"""V555""","""Atten to cystostomy""",1
"""74781""","""Cerebrovascular anomaly""",1
"""3410""","""Neuromyelitis optica""",1
"""8053""","""Fx dorsal vertebra-open""",1
"""8055""","""Fx lumbar vertebra-open""",1
"""5224""","""Ac apical periodontitis""",1
"""5283""","""Cellulitis/abscess mouth""",1
"""5264""","""Inflammation of jaw""",1
"""20722""","""Mgkrycyt leuk in relapse""",1
"""20502""","""Act myel leuk in relapse""",1
"""605""","""Redun prepuce & phimosis""",1
"""V653""","""Dietary surveil/counsel""",1
"""2811""","""B12 defic anemia NEC""",1
"""2329""","""Ca in situ skin NOS""",1
"""V169""","""Family hx-malignancy NOS""",1
"""3489""","""Brain condition NOS""",1
"""2448""","""Acquired hypothyroid NEC""",1
"""7825""","""Cyanosis""",1
"""5172""","""Syst sclerosis lung dis""",1
"""7533""","""Kidney anomaly NEC""",1
"""3159""","""Development delay NOS""",1
"""29632""","""Recurr depr psychos-mod""",1
"""53531""","""Alchl gstritis w hmrhg""",1
"""5710""","""Alcoholic fatty liver""",1
"""7131""","""Arthrop w noninf GI dis""",1
"""8208""","""Fx neck of femur NOS-cl""",1
"""3581""","""Myasthenia in oth dis""",1
"""4375""","""Moyamoya disease""",1
"""2122""","""Benign neo trachea""",1
"""2123""","""Benign neo bronchus/lung""",1
"""70219""","""Other sborheic keratosis""",1
"""30561""","""Cocaine abuse-continuous""",1
"""3182""","""Profnd intellct disablty""",1
"""7869""","""Resp sys/chest symp NEC""",1
"""E9361""","""Adv eff hydantoin deriv""",1
"""V1004""","""Hx of gastric malignancy""",1
"""53270""","""Chr duodenal ulcer NOS""",1
"""35781""","""Chr inflam polyneuritis""",1
"""V1504""","""Hx-seafood allergy""",1
"""95912""","""Injury of abdomen NEC""",1
"""E8703""","""Acc cut/hem in injection""",1
"""6110""","""Inflam disease of breast""",1
"""30502""","""Alcohol abuse-episodic""",1
"""47832""","""Vocal paral unilat total""",1
"""30924""","""Adjustment dis w anxiety""",1
"""1532""","""Mal neo descend colon""",1
"""7964""","""Abn clinical finding NEC""",1
"""4618""","""Other acute sinusitis""",1
"""3094""","""Adj dis-emotion/conduct""",1
"""29043""","""Vasc dementia w depressn""",1
"""2521""","""Hypoparathyroidism""",1
"""2588""","""Polyglandul dysfunc NEC""",1
"""5756""","""Gb cholesterolosis""",1
"""5950""","""Acute cystitis""",1
"""2558""","""Adrenal disorder NEC""",1
"""42769""","""Premature beats NEC""",1
"""20050""","""Primary CNS lymph xtrndl""",1
"""99830""","""Wound disruption NOS""",1
"""37992""","""Swelling or mass of eye""",1
"""V4578""","""Acquired absence of eye""",1
"""V430""","""Eye replacement NEC""",1
"""1562""","""Mal neo ampulla of vater""",1
"""34501""","""Gen nonconv ep w intr ep""",1
"""5690""","""Anal & rectal polyp""",1
"""30563""","""Cocaine abuse-in remiss""",1
"""E8500""","""Acc poison-heroin""",1
"""80601""","""C1-c4 fx-cl/com cord les""",1
"""68609""","""Pyoderma NEC""",1
"""7048""","""Hair diseases NEC""",1
"""99684""","""Compl lung transplant""",1
"""53220""","""Ac duoden ulc w hem/perf""",1
"""4720""","""Chronic rhinitis""",1
"""27411""","""Uric acid nephrolithias""",1
"""5941""","""Bladder calculus NEC""",1
"""53230""","""Acute duodenal ulcer NOS""",1
"""34670""","""Ch mgr wo ar wo nt wo st""",1
"""85011""","""Concus-brief coma <31 mn""",1
"""V5332""","""Ftng autmtc dfibrillator""",1
"""81002""","""Fx clavicle shaft-closed""",1
"""0092""","""Infectious diarrhea NOS""",1
"""2538""","""Pituitary disorder NEC""",1
"""57490""","""Gall&bil cal w/o cho w/o""",1
"""V1241""","""Hx benign neoplasm brain""",1
"""73089""","""Bone infect NEC-mult""",1
"""57461""","""Gall&bil cal w/ac w obs""",1
"""V8539""","""BMI 39.0-39.9,adult""",1
"""4259""","""Second cardiomyopath NOS""",1
"""1911""","""Malig neo frontal lobe""",1
"""7092""","""Scar & fibrosis of skin""",1
"""73022""","""Osteomyelitis NOS-up/arm""",1
"""52100""","""Dental caries NOS""",1
"""1820""","""Malig neo corpus uteri""",1
"""6214""","""Hematometra""",1
"""6150""","""Ac uterine inflammation""",1
"""04105""","""Streptococcus group g""",1
"""6271""","""Postmenopausal bleeding""",1
"""V8523""","""BMI 27.0-27.9,adult""",1
"""76076""","""Maternal DES af NB/fetus""",1
"""30120""","""Schizoid personality NOS""",1
"""41410""","""Aneurysm of heart""",1
"""4540""","""Leg varicosity w ulcer""",1
"""49122""","""Obs chr bronc w ac bronc""",1
"""7336""","""Tietze's disease""",1
"""99982""","""Extravasn vesicant NEC""",1
"""5692""","""Rectal & anal stenosis""",1
"""1540""","""Mal neo rectosigmoid jct""",1
"""11505""","""Histoplasm caps pneumon""",1
"""78906""","""Abdmnal pain epigastric""",1
"""7011""","""Keratoderma, acquired""",1
"""30540""","""Sed,hyp,anxiolytc ab-NOS""",1
"""V8533""","""BMI 33.0-33.9,adult""",1
"""5300""","""Achalasia & cardiospasm""",1
"""20198""","""Hodgkins dis NOS mult""",1
"""00862""","""Intes infec adenovirus""",1
"""2309""","""Ca in situ GI NEC/NOS""",1
"""7581""","""Patau's syndrome""",1
"""4919""","""Chronic bronchitis NOS""",1
"""4730""","""Chr maxillary sinusitis""",1
"""4619""","""Acute sinusitis NOS""",1
"""85205""","""Subarach hem-deep coma""",1
"""5258""","""Dental disorder NEC""",1
"""85305""","""Brain hem NEC-deep coma""",1
"""8728""","""Open wound of ear NOS""",1
"""5275""","""Sialolithiasis""",1
"""1569""","""Malig neo biliary NOS""",1
"""990""","""Effects radiation NOS""",1
"""30570""","""Amphetamine abuse-unspec""",1
"""2971""","""Delusional disorder""",1
"""29411""","""Dementia w behavior dist""",1
"""E9384""","""Adv eff gen anes NEC/NOS""",1
"""7062""","""Sebaceous cyst""",1
"""0479""","""Viral meningitis NOS""",1
"""37886""","""Internucl ophthalmopleg""",1
"""7827""","""Spontaneous ecchymoses""",1
"""74689""","""Cong heart anomaly NEC""",1
"""4472""","""Rupture of artery""",1
"""5753""","""Hydrops of gallbladder""",1
"""76521""","""<24 comp wks gestation""",1
"""76502""","""Extreme immatur 500-749g""",1
"""7771""","""Meconium obstruction""",1
"""7759""","""Transient met dis NB NOS""",1
"""77210""","""NB intraven hem NOS""",1
"""V3100""","""Twin-mate lb-hosp w/o cs""",1
"""7470""","""Patent ductus arteriosus""",1
"""E8784""","""Abn react-plast surg NEC""",1
"""73679""","""Acq ankle-foot def NEC""",1
"""1963""","""Mal neo lymph-axilla/arm""",1
"""37430""","""Ptosis of eyelid NOS""",1
"""V8812""","""Acq part absnce pancreas""",1
"""6821""","""Cellulitis of neck""",1
"""0412""","""Pneumococcus infect NOS""",1
"""3181""","""Sev intellect disability""",1
"""3341""","""Hered spastic paraplegia""",1
"""6181""","""Uterine prolapse""",1
"""28260""","""Sickle cell disease NOS""",1
"""E918""","""Caught between objects""",1
"""92619""","""Crushing inj trunk NEC""",1
"""44284""","""Visceral aneurysm NEC""",1
"""E8238""","""Oth coll stn obj-per NEC""",1
"""86404""","""Liver laceration, major""",1
"""2441""","""Postablat hypothyr NEC""",1
"""3344""","""Cerebel atax in oth dis""",1
"""2812""","""Folate-deficiency anemia""",1
"""78606""","""Tachypnea""",1
"""V625""","""Legal circumstances""",1
"""48240""","""Staphylococcal pneu NOS""",1
"""78003""","""Persistent vegtv state""",1
"""61189""","""Disorders breast NEC""",1
"""9162""","""Blister hip & leg""",1
"""E9363""","""Adv eff antconvl NEC/NOS""",1
"""9721""","""Poisoning-cardiotonics""",1
"""E8583""","""Acc poisn-cardiovasc agt""",1
"""73029""","""Osteomyelitis NOS-mult""",1
"""V4451""","""Cutaneous-vesicos status""",1
"""2411""","""Nontox multinodul goiter""",1
"""73349""","""Asept necrosis bone NEC""",1
"""1419""","""Malig neo tongue NOS""",1
"""1960""","""Mal neo lymph-head/neck""",1
"""V8537""","""BMI 37.0-37.9,adult""",1
"""34282""","""Ot sp hmiplg nondmnt sde""",1
"""4533""","""Renal vein thrombosis""",1
"""78899""","""Oth symptm urinary systm""",1
"""4838""","""Pneumon oth spec orgnsm""",1
"""4465""","""Giant cell arteritis""",1
"""6829""","""Cellulitis NOS""",1
"""71500""","""General osteoarthrosis""",1
"""75310""","""Cystic kidney diseas NOS""",1
"""41091""","""AMI NOS, initial""",1
"""56985""","""Angio intes w hmrhg""",1
"""3418""","""Cns demyelination NEC""",1
"""4479""","""Arterial disease NOS""",1
"""5763""","""Perforation of bile duct""",1
"""3313""","""Communicat hydrocephalus""",1
"""42613""","""Av block-2nd degree NEC""",1
"""E887""","""Fracture, cause NOS""",1
"""82022""","""Subtrochanteric fx-close""",1
"""6200""","""Follicular cyst of ovary""",1
"""V0981""","""Inf mcrg rstn oth drg ml""",1
"""E9010""","""Excessive cold: weather""",1
"""9100""","""Abrasion head""",1
"""E9292""","""Late eff acc poisoning""",1
"""2511""","""Oth spcf hypoglycemia""",1
"""41061""","""True post infarct, init""",1
"""53150""","""Chr stomach ulcer w perf""",1
"""4423""","""Lower extremity aneurysm""",1
"""2559""","""Adrenal disorder NOS""",1
"""99689""","""Comp oth organ transplnt""",1
"""20010""","""Lymphsrc unsp xtrndl org""",1
"""04183""","""Clostridium perfringens""",1
"""60889""","""Male genital dis NEC""",1
"""88102""","""Open wound of wrist""",1
"""E956""","""Injury-cut instrument""",1
"""36563""","""Glaucoma w vascular dis""",1
"""V1044""","""Hx-female genit malg NEC""",1
"""9099""","""Late eff exter cause NEC""",1
"""E8493""","""Acc on industr premises""",1
"""V4574""","""Acq absence urinary trct""",1
"""3361""","""Vascular myelopathies""",1
"""70701""","""Pressure ulcer, elbow""",1
"""73734""","""Thoracogenic scoliosis""",1
"""73013""","""Chr osteomyelit-forearm""",1
"""75689""","""Soft tissue anomaly NEC""",1
"""V029""","""Carrier NEC""",1
"""5259""","""Dental disorder NOS""",1
"""34409""","""Other quadriplegia""",1
"""25208""","""Hyperparathyroidism NEC""",1
"""64663""","""Gu infection-antepartum""",1
"""7864""","""Abnormal sputum""",1
"""5309""","""Esophageal disorder NOS""",1
"""37601""","""Orbital cellulitis""",1
"""5187""","""Transfsn rel ac lung inj""",1
"""59582""","""Irradiation cystitis""",1
"""E9347""","""Adv eff blood products""",1
"""2114""","""Benign neopl rectum/anus""",1
"""73319""","""Path fx oth specif site""",1
"""3240""","""Intracranial abscess""",1
"""57470""","""Gal&bil cal w/oth w/o ob""",1
"""72700""","""Synovitis NOS""",1
"""08249""","""Ehrlichiosis NEC""",1
"""7910""","""Proteinuria""",1
"""73088""","""Bone infect NEC-oth site""",1
"""01504""","""TB of vertebra-cult dx""",1
"""5851""","""Chro kidney dis stage I""",1
"""4558""","""Hemrrhoid NOS w comp NEC""",1
"""5847""","""Ac kidny fail, medu necr""",1
"""74103""","""Spin bif w hydrceph-lumb""",1
"""78050""","""Sleep disturbance NOS""",1
"""28802""","""Cyclic neutropenia""",1
"""30552""","""Opioid abuse-episodic""",1
"""1882""","""Mal neo bladder-lateral""",1
"""45119""","""Deep phlebitis-leg NEC""",1
"""1965""","""Mal neo lymph-inguin/leg""",1
"""2931""","""Subacute delirium""",1
"""1129""","""Candidiasis site NOS""",1
"""71996""","""Joint dis NOS-l/leg""",1
"""2758""","""Dis mineral metabol NEC""",1
"""1124""","""Candidiasis of lung""",1
"""64821""","""Anemia-delivered""",1
"""V270""","""Deliver-single liveborn""",1
"""64881""","""Abn glucose toler-deliv""",1
"""67482""","""Puerp comp NEC-del w p/p""",1
"""64891""","""Oth curr cond-delivered""",1
"""64421""","""Early onset delivery-del""",1
"""64781""","""Infect dis NEC-delivered""",1
"""64621""","""Renal dis NOS-delivered""",1
"""64761""","""Oth viral dis-delivered""",1
"""64861""","""CV dis NEC preg-deliver""",1
"""64842""","""Mental dis-deliv w p/p""",1
"""66942""","""Oth ob compl-deliv w p/p""",1
"""64201""","""Essen hyperten-delivered""",1
"""20400""","""Ac lym leuk wo achv rmsn""",1
"""E9430""","""Adv eff antacids""",1
"""43311""","""Ocl crtd art w infrct""",1
"""38910""","""Sensorneur hear loss NOS""",1
"""5552""","""Reg enterit sm/lg intest""",1
"""5538""","""Hernia NEC""",1
"""78843""","""Nocturia""",1
"""5846""","""Ac kidny fail, cort necr""",1
"""E8797""","""Abn react-blood sampling""",1
"""53100""","""Ac stomach ulcer w hem""",1
"""37000""","""Corneal ulcer NOS""",1
"""37489""","""Disorders of eyelid NEC""",1
"""37501""","""Acute dacryoadenitis""",1
"""71905""","""Joint effusion-pelvis""",1
"""30490""","""Drug depend NOS-unspec""",1
"""34430""","""Monplga lwr lmb unsp sde""",1
"""2888""","""Wbc disease NEC""",1
"""E9323""","""Adv eff insulin/antidiab""",1
"""E8502""","""Acc poison-opiates NEC""",1
"""29212""","""Drug psy dis w hallucin""",1
"""07033""","""Hpt B chrn wo cm w dlta""",1
"""41081""","""AMI NEC, initial""",1
"""4386""","""Alteration of sensations""",1
"""6028""","""Prostatic disorders NEC""",1
"""05410""","""Genital herpes NOS""",1
"""1883""","""Mal neo bladder-anterior""",1
"""43300""","""Ocl bslr art wo infrct""",1
"""7866""","""Chest swelling/mass/lump""",1
"""6825""","""Cellulitis of buttock""",1
"""5131""","""Abscess of mediastinum""",1
"""8630""","""Stomach injury-closed""",1
"""86329""","""Small intest inj NEC-cl""",1
"""37313""","""Abscess of eyelid""",1
"""5305""","""Dyskinesia of esophagus""",1
"""04110""","""Staphylococcus unspcfied""",1
"""23879""","""Lymph/hematpoitc tis NEC""",1
"""2899""","""Blood disease NOS""",1
"""2872""","""Purpura NOS""",1
"""E8881""","""Fall striking object NEC""",1
"""92400""","""Contusion of thigh""",1
"""79989""","""Ill-define condition NEC""",1
"""7109""","""Diff connect tis dis NOS""",1
"""57440""","""Choledochlith/gb inf NEC""",1
"""V113""","""Hx of alcoholism""",1
"""56982""","""Ulceration of intestine""",1
"""42841""","""Ac syst/diastol hrt fail""",1
"""0312""","""DMAC bacteremia""",1
"""43884""","""Ataxia""",1
"""45351""","""Ch DVT/embl prox low ext""",1
"""0415""","""H. influenzae infect NOS""",1
"""6039""","""Hydrocele NOS""",1
"""65953""","""Elder primigravid-antepa""",1
"""64233""","""Trans hyperten-antepart""",1
"""72740""","""Synovial cyst NOS""",1
"""78907""","""Abdmnal pain generalized""",1
"""13109""","""Urogenital trichomon NEC""",1
"""33821""","""Chronc pain d/t trauma""",1
"""6079""","""Disorder of penis NOS""",1
"""60011""","""Nod prostate w ur obst""",1
"""1571""","""Mal neo pancreas body""",1
"""29630""","""Recurr depr psychos-unsp""",1
"""53290""","""Duodenal ulcer NOS""",1
"""53490""","""Gastrojejunal ulcer NOS""",1
"""99601""","""Malfunc cardiac pacemake""",1
"""29980""","""Pervasv dev dis-cur NEC""",1
"""42291""","""Idiopathic myocarditis""",1
"""33722""","""Rflx sym dystrph lwr lmb""",1
"""6040""","""Orchitis with abscess""",1
